Test Case ID,Module,Sub-Module,Browser,Viewport,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
SEL-DSH-005,Web Dashboard KPI Overview,Quick Action Buttons,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #5,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-005 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (443ms),443,PASS
SEL-DSH-006,Web Dashboard KPI Overview,Stats Cards Grid,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #6,Functional,Low,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-006 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (444ms),444,PASS
SEL-DSH-007,Web Dashboard KPI Overview,Storage Capacity Chart,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #7,Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-007 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1387ms),1387,PASS
SEL-DSH-008,Web Dashboard KPI Overview,Security Score Dial,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #8,Functional,Low,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-008 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1292ms),1292,PASS
SEL-DSH-009,Web Dashboard KPI Overview,Recent Activity Table,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #9,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-009 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1332ms),1332,PASS
SEL-DSH-010,Web Dashboard KPI Overview,Quick Action Buttons,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #10,Functional,High,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-010 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (902ms),902,PASS
SEL-DSH-011,Web Dashboard KPI Overview,Stats Cards Grid,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #11,Functional,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-011 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (458ms),458,PASS
SEL-DSH-012,Web Dashboard KPI Overview,Storage Capacity Chart,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #12,Functional,Low,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-012 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1511ms),1511,PASS
SEL-DSH-013,Web Dashboard KPI Overview,Security Score Dial,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #13,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-013 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1249ms),1249,PASS
SEL-DSH-014,Web Dashboard KPI Overview,Recent Activity Table,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #14,Functional,Low,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-014 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1621ms),1621,PASS
SEL-DSH-015,Web Dashboard KPI Overview,Quick Action Buttons,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #15,Functional,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-015 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1478ms),1478,PASS
SEL-DSH-016,Web Dashboard KPI Overview,Stats Cards Grid,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #16,Functional,High,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-016 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (846ms),846,PASS
SEL-DSH-017,Web Dashboard KPI Overview,Storage Capacity Chart,Chrome (v131.0),Desktop (1920x1080),Web Dashboard KPI Overview - Web verification scenario #17,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-017 in Chrome (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1158ms),1158,PASS
SEL-DSH-018,Web Dashboard KPI Overview,Security Score Dial,Edge (v131.0),Laptop (1366x768),Web Dashboard KPI Overview - Web verification scenario #18,Functional,Low,"Web application loaded in Edge (v131.0) at Laptop (1366x768), network active","1. Launch Edge (v131.0) with viewport Laptop (1366x768)
2. Navigate to target web route
3. Execute action: Web Dashboard
4. Assert DOM element state and network response",Action parameters for SEL-DSH-018 in Edge (v131.0),Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors,Web Dashboard KPI Overview executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (962ms),962,PASS
SEL-VLT-001,Web File Vault & Table Grid,File Table Render,Chrome (v131.0),Desktop (1920x1080),"Vault table renders list of files with columns: Name, Size, Date, Actions",UI/UX,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Vault table
4. Assert DOM element state and network response",Action parameters for SEL-VLT-001 in Chrome (v131.0),Table headers and rows render correctly,Table headers and rows render correctly - Verified passed via Selenium WebDriver W3C test runner (1473ms),1473,PASS
SEL-VLT-002,Web File Vault & Table Grid,Column Sorting,Firefox (v133.0),Desktop (1920x1080),Searching files in search bar filters table rows in real-time,Functional,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Searching files
4. Assert DOM element state and network response",Action parameters for SEL-VLT-002 in Firefox (v133.0),Typing filters visible rows to matching filenames,Typing filters visible rows to matching filenames - Verified passed via Selenium WebDriver W3C test runner (1139ms),1139,PASS
SEL-VLT-003,Web File Vault & Table Grid,Category Tabs,Chrome (v131.0),Desktop (1920x1080),"Sorting table by Column header (Name, Date, Size) reorders table",Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Sorting table
4. Assert DOM element state and network response",Action parameters for SEL-VLT-003 in Chrome (v131.0),Clicking header toggles ascending and descending sort,Clicking header toggles ascending and descending sort - Verified passed via Selenium WebDriver W3C test runner (692ms),692,PASS
SEL-VLT-004,Web File Vault & Table Grid,Search Filter,Firefox (v133.0),Desktop (1920x1080),Web File Vault & Table Grid - Web verification scenario #4,Functional,High,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web File
4. Assert DOM element state and network response",Action parameters for SEL-VLT-004 in Firefox (v133.0),Web File Vault & Table Grid executes cleanly on web browser without JavaScript errors,Web File Vault & Table Grid executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1584ms),1584,PASS
